ID,Author,State,BlockNumberChoices,Scores,AuthorTokenBalance
QmXQn1QPDq4ZbitieqGQDPW2ZXMAuii2qRYc5WfgUrf3Xu,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,12736600,"['Accept', 'Decline']","[317314.6650715301, 171.96316313982328]",14088.676537442774
QmSiXQqXPkxn4UMsVJetnW1w5c5XMhkDYPrpTgdXxxQ5rJ,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,12736600,"['Accept', 'Decline']","[317137.67964160244, 171.96316313982328]",14088.676537442774
QmXTdQDCieFUfjHAuXKnqErtgeK5DoR6UdZQxMaCpmRgYe,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,12736600,"['Accept', 'Decline']","[317142.47710192116, 171.96316313982328]",14088.676537442774
Qma3GUy6wWVH7EKFyUyVgLuvSV3GvA2boc1TrdhNgZKCn3,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,12736600,"['Accept', 'Decline']","[317115.64938509197, 8.481118662359263]",14088.676537442774
QmdzW658cwhbR6baDAtLmiP2mRFzBPSD9fc4o7d6Nnu5LB,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,12601080,"['Approve Delegation of $INDEX', 'Do Not Approve']","[311289.24818264187, 0]",1187.3249931741286
QmRY4CLQWQuKaPoUnYUpzdssU9xHUYQY31BQU3WdeETLus,0xFcB4f3a1710FefA583e7b003F3165f2E142bC725,closed,12516289,"['Approve', 'Decline']","[224108.9743193229, 0.399788359894584]",120.24346622678497
QmR1iFjQRzCtA8BWkz9hHeDiwSrt3cnHRthmGJN9RDcBqb,0x9098eab0a361D29Ea5c4b5d9d1f50694ac0E9e78,closed,12440011,"['YES', 'NO']","[300676.48632377817, 14097.287425981933]",2132.172086040162
QmVXdWcHa9qRDgYzGSSpyqkhJGwP57Kr1cukn4WT1N5N9D,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,12426047,"['Approve', 'Decline']","[171827.34509014044, 28660.67326606142]",121.52977066472307
QmWDmHQwzZHo6C7Z9NcZ2qwwwNFrW6pVY14JYxpFrMUSWm,0x392027fDc620d397cA27F0c1C3dCB592F27A4dc3,closed,12420991,"['Approve', 'Decline']","[304064.4442946011, 19508.351726651832]",2394.780908359228
QmT9bDWEBMyvwUw2aKvydEViwCTt3mLnJQ5XtBEG28Df5j,0xfc4aa4A414C034E8c852A9E2fA967f82F7D52B90,closed,12420991,"['Accept', 'Decline']","[314434.1928740322, 19520.772669717833]",102.28585187902931
QmWbpCtwdLzxuLKnMW4Vv4MPFd2pdPX71YBKPasfZxqLUS,0xEC3281124d4c2FCA8A88e3076C1E7749CfEcb7F2,closed,12408670,"['Option 1: BlueChips MetaPool', 'Option 2: Hot New Projects MetaP', 'Option 3: Integrated DegenV2 Met']","[50178.03643768431, 15180.906627425971, 115.397590861346]",117400.83136090027
QmVdicWef2R2meo1F7Ysa9QXn2UpsgqbubmybCZC7QD4nM,0x31920DF2b31B5f7ecf65BDb2c497DE31d299d472,closed,12408187,"['Yes', 'No']","[180659.4777776175, 13824.565279309452]",303.83915351988384
QmbVAj4AKrPfWxPrJY8KtN7RNE4gEkzmMW7zvu8iZcdZC9,0x31920DF2b31B5f7ecf65BDb2c497DE31d299d472,closed,12362787,"['Approve', 'Do not approve']","[320827.85807232687, 5501.299735235145]",303.83915351988384
QmUUfaUKSgZrJNEmj8hZTo6fze4RYBEdhMj8XbgAU83Ss7,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,12345167,"['Add 20,000 $YAM to Gen Exp Fund', 'Do not add $YAM']","[261753.0627543908, 16133.7063684088]",182.24428330241975
QmQeaGppaazdUzSYbXcw36RE1o6KGUtB3h8ZHCSpvx11TW,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,12345133,"['Add 20,000 $YAM to Gen Exp Fund', 'Do not add funds']","[0, 0]",182.24428330241975
QmQF2iVJq93ub3FypXsLKckxRF2j81KGAfQGDSTj4YfMR8,0xd7aC4581eF4E2BB6cC3734Da183B981bfd0Ee2A2,closed,12299042,"['Yes', 'No']","[311441.92773291806, 16766.57374553126]",567.3870526672899
QmRcDskfVtaCuAL6KGYtyQyVMn2qx5QL76qP4tw2GdAD1J,0x1b5C706296888a9C52f0c6dcF0579b638bA7EF2a,closed,12255865,"['Approve', 'Decline']","[372590.0372511761, 18842.08138617644]",483.7967404337264
QmeGhCvWpYUG9ZUDSSb5qi8PVEKNpLU1wJN98FVH4gJjgi,0xFcB4f3a1710FefA583e7b003F3165f2E142bC725,closed,12152719,"['Approve', 'Decline']","[393285.17540423607, 25600.248152767213]",120.24346622678497
QmUoioQyH6266tRDaTN66ACquMy9c1xZ9ZbDfySqifUzaz,0xEC3281124d4c2FCA8A88e3076C1E7749CfEcb7F2,closed,12148200,"['Approve', 'Decline']","[470142.3215007624, 15459.367721936967]",125091.46062830856
QmaMjYH3NDAXkwuAnC6YqSQhdbnRWZ24cfMnXaWniByqnm,0x0Da87C54F853c2CF1221dbE725018944C83BDA7C,closed,11974494,"['Accept', 'Decline']","[248781.0019951037, 1556.4589439636109]",0.0
QmcGdYGFM8GDHqaWcKxeiafebuybZqFMkpVRjpoEoGQesk,0xC45d45b54045074Ed12d1Fe127f714f8aCE46f8c,closed,11954949,"['Approve', 'Do Not Approve']","[318343.6688591239, 0]",159.26682350509572
QmUuTjqenHVFz87YgN5Rkoabt7iHqrZ9sLbsYRL7MjDy1D,0x392027fDc620d397cA27F0c1C3dCB592F27A4dc3,closed,11957328,"['Approve', 'Decline']","[326161.0748883084, 0]",1.5117833488232506e-05
QmNZKyt2g6TPkHd1qRTHTmvNJkv4NU9E2Pig48pHH1xyY5,0x3FdcED6B5C1f176b543E5E0b841cB7224596C33C,closed,11949048,"['Approve', 'Do not approve']","[553272.7315666525, 94.38272033565002]",3302.7979813921297
QmZtZgrMQWR2UubsCefQyRiD3YqXuBvq5jQWQfk8bDvjwi,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11922924,"['Approve', 'Deny']","[432328.4371831236, 768.7316490768495]",2404.1380351274684
QmXrUx2RooEpuZKMuiwc33nXZEw4RrjzDkqM3ANqN6Thvs,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11916000,"['Keep Contract Function Open', 'Close Migration Function']","[262591.72666425613, 61120.41859436655]",2404.1380351274684
QmZzzGoDUDPQEKVL9BFJK9MgCq41Tf6rjdQR7DT3WvNi9g,0xd7aC4581eF4E2BB6cC3734Da183B981bfd0Ee2A2,closed,11911100,"['Logo A', 'Logo B', 'Logo C', 'Logo D', 'Logo E', 'Logo F', 'Logo G', 'Logo H', 'Logo I', 'Logo J', 'Logo K', 'Logo L', 'Logo M', 'Logo N', 'Logo O', 'Logo P']","[13209.532312132917, 2634.949418276848, 72857.10642412891, 23619.88408511557, 8813.073143399151, 63998.232878370625, 107581.74300045244, 776.5895762023524, 195.74051337134975, 0, 39.9788359894584, 0, 0, 0, 523.5676271411498, 539.6846425598014]",776.5895762023524
QmXXeyWWqMtQnFZ5S28HjpChWRdWubAFBMjmRcFLGF8GT8,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11836470,"['Allow yamHOUSE to purchase CGI', 'Do not purchase CGI']","[287281.1082510596, 484434.7888453096]",466.5094222605591
QmetoZitbNuiBBrLk6WeCAZB7RXScuqBSsmui22MJevaWy,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11825150,"['Accept', 'Decline']","[323026.24139642064, 0]",2957.1749293059074
QmeUfiFrkMmKz2Yuv1UF3BLr1Xv8o89nzuDF8LxV2Gz7YX,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11825151,"['Accept', 'Decline']","[355588.2117434111, 0]",2957.1749293059074
QmQ49Jov9w19znXZB6D75cpQmdzo1XvR4zMx3QofbPs8fC,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11825150,"['Accept', 'Decline']","[354447.18960151623, 0]",2957.1749293059074
QmPAMJsRgNCmmWeENuFtSxVturpiJPMa1gCJxGZwXVAhST,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11825150,"['Accept', 'Decline']","[354461.9506190428, 0]",2957.1749293059074
QmVWZh6hbqwCN2T1NLbVjyUZVp5cCHm8bxjs717MDjhZLZ,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11825123,"['Accept', 'Decline']","[353809.42528023, 0]",2957.1749293059074
QmSjqiubKe5UZ5aWV7oZGq1z1utE4tE3nPyeyJgXQAgjRX,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11818701,"['Approve', 'Deny']","[423363.47929146426, 0]",763.0561244018849
QmczApXM3xxe1MmVFoy4pTFG3aTdmDwaKwHzfhU9iDC2zh,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11805965,"['Rescue Funds', 'Do Not Rescue']","[377541.8974730374, 12490.905919090694]",763.0561244018849
QmNNpHewMXhQcG4gXmiwQRMwjX1auqmBqbKNYf8cP7jFk4,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11790792,"['Yes, List uStonk and Similar', 'Do not list']","[296030.7648693932, 3857.108761148109]",763.0561244018849
QmdmoQS5KP2zhiQzpCiBSF7oBiFDd4ebjeCQamtG1tRcST,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11767200,"['Approve', 'Deny']","[439326.0000936625, 20343.447334558885]",526.0422810251472
QmbeQMSS3ftiA2P5ZHQhG6jbygQBm221ahrZfQ77W2RGFf,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11735000,"['Update Snapshot Requirements', 'Do not update snapshot']","[473763.2270960412, 3770.6573369840503]",526.0422810251472
QmUW8PSFCbHw6muLj1k84gLYBk4nGq9kas9xpWftsw6iUA,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11733333,"['Proceed with team recommendation', 'Needs more discussion']","[452440.0439352262, 4512.38861858992]",526.0422810251472
QmaDRRX44NqaotqcuoLW3mFNPLrD241LV2u4XZnRMJZadf,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11733333,"['$800k Allocation to YDS', '$900k Allocation to YDS', '$1m Allocation to YDS', '$1.1m Allocation to YDS']","[173096.29365064058, 3770.6573369840503, 294240.312298763, 9403.825125211]",526.0422810251472
QmSQaNF71MwfpwhjWewxCzoHoLCL7vRVT9yAyGkvudnNnw,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11695738,"['Approve', 'Deny']","[74164.93131943158, 0]",55.9089189655645
QmbW8txJHCb12aPdm8jHwfDdREHE6ZNivAn2iTVTvdpg2u,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11695728,"['7th of Each Month', ""Let's discuss more""]","[15194.599493988717, 0]",55.9089189655645
QmSNi6WT26pB6aif1FaoPf28Rfsxr36QBQL6Umps1WREeL,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11695723,"['75% Next Month / 25% 2 Months Lt', ""Let's continue discussion""]","[15638.071855567565, 0]",55.9089189655645
QmeA4LJxDTsGoj8hY3sW2H7vHb3yreYBqLsD2sMY2bQB1w,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11695712,"['Rewards for Mint + LP', 'Rewards for LP ONLY']","[105079.36846743654, 0]",55.9089189655645
QmedVTP4ZtZqn9Mia99XoQFs9rGa2FTK2YPKNSWeBkCAxZ,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11660500,"['Approve', 'Deny']","[2847.264098587045, 0]",2634.543840285631
QmY1q46NrWswF7vRfjWSz3M2HK4yGtitYAg9VPQJgvZ5dL,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11660500,"['7th of Each Month', ""Let's Continue Discussion""]","[2649.1575448403837, 0]",2634.543840285631
QmRwroGtKfDtTPiS6UGCyDsqNyzseouHZVYHf1NghepgFM,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11660500,"['75% Next Month / 25% 2 Months', ""Let's Continue Discussion""]","[2649.1575448403837, 0]",2634.543840285631
QmRScs2Q46va6Ppt8qxayW8MMzoAkVaLYjdemiHnuFSakV,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11660500,"['Provide Rewards for Minting + LP', 'Rewards ONLY for LP']","[2847.264098587045, 0]",2634.543840285631
QmeTCeHuHCFTL1SAnHm6zrYeqYYtBfw5SDTon53kYXM8xH,0xC3edCBe0F93a6258c3933e86fFaA3bcF12F8D695,closed,11639606,"['For', 'Against']","[310690.98421134136, 0]",5409.383971327535
QmWcns71u1c34b6sM6oJy8WoMLYcwz4b16bknTGvFFXH4x,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11520000,"['Use Treasury to Mint/Mine uGAS', 'Do not Mint/Mine uGas']","[326525.93948985316, 3770.6573369840503]",24.521733054224573
QmWiqtGM5giFzRLF2HF5q21gpDTLjEWmEUUXiLJJUouZB4,0x46499275b5c4d67dfa46B92D89aADA3158ea392e,closed,11461452,"['Remove Rebase Mechanism', 'Keep Rebase Mechanism']","[889783.1848636095, 19611.287867051255]",206263.72218963833
QmV3FekewNwceF1VgYJmWY34F4EnMtwqUaRVSpmVT6dZoU,0x46499275b5c4d67dfa46B92D89aADA3158ea392e,closed,11461411,"['Yes add 3% Inflation', 'No Inflation']","[106633.71714486345, 511471.3272937105]",206263.72218963833
QmPby1iphTZ4D181pDFfb3hFLptmaAxD7Eu3LhoRxbCWTS,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11460000,"['Specify V2 Migration Date', 'Do not end V2 Migration']","[348468.55845152173, 28728.112615797563]",2569.723425975948
QmTT6DHKzQjuPpPcDfNHRFE8NaaTBGC4V1fd5JxQ6hK5Sz,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11421202,"['Accept', 'Decline']","[323740.4509437769, 0]",0.0
Qma4azxfEaGWHqykHDdrwWVkxu9rVoMnKR7ZoyxSuVWmpb,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11421202,"['Accept', 'Decline']","[301374.3530952235, 69568.665846797]",0.0
QmSmwWEFc5Q8nhtR18HUZZsYrjsTtCj7wULPDYZvd2eLbU,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11421202,"['Accept', 'Decline']","[317914.36068869714, 0]",0.0
QmZWaSgWmyKE48o9PhgdLziybSzV4QYD2kwConkiqKm3Co,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11421202,"['Accept', 'Decline']","[368610.4212924695, 1014.9377531000916]",0.0
QmRnpdsSN6EPVbMqxkADK51HEUrWCjdr2YXEibhGfPWUhG,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11421202,"['Accept', 'Decline']","[319206.29128466424, 0]",0.0
Qmeb7REvq7p6vtBBHYC7YCk3wNjcsUbuXiZUyrdz8YNJZS,0x9Ebc8AD4011C7f559743Eb25705CCF5A9B58D0bc,closed,11421202,"['Accept', 'Decline']","[368169.5241794568, 0]",0.0
Qmd8Z82LJEZJCMWjy6mUMgDAY25TUNb9UVCuGDXNkBy9m5,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11401688,"['Approve Part Time Contributor Compensation', 'Do not approve']","[527697.5078305907, 2742.943741416681]",2167.4001489293055
QmNps6iBdWE4Td91aAD1YC1RCJpLe9v65uG4whgwfMiaZf,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11401688,"['Ratify the Yam Mission Statement', 'Rejects the mission statement']","[505925.761727435, 5.158e-21]",2167.4001489293055
QmQhBDGg6TrANJVJ8kKvxMeaNLjtcUd7tsSeW9hpPKPkBF,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11401688,"['0% Funding to the GYW', '5% Funding to the GYW', '10% Funding to the GYW', '15% Funding to the GYW', '20% Funding to the GYW']","[13252.81977749576, 6618.913609100324, 386860.2748395928, 35970.36861164705, 76971.3698337043]",2167.4001489293055
QmQbkwuqqYU4RzC7gXvKGPQGKkYF6oruSoVSLANggRtG2E,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11401688,"['Send 8700 USDC back to FTX', 'Do not approve']","[490119.3664494519, 0]",2167.4001489293055
QmYm2NQecn3EwmiH9wKn6S2pmgpsHG8FVzA9zmdrTZDH2g,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11401688,"['Elect Krugman as YDS Portfolio Manager', 'Do not approve']","[483856.5979015502, 2384.433325499013]",2167.4001489293055
QmQ9VShqHKBKLiXWfebfVpdHRMN8ya5rmsAV3cUAkxQGjn,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11401688,"['Create + Grant $5000 to General Expense Fund AND reimburse HodlDwon 15ETH', 'Do not approve']","[325003.4175639233, 0]",2167.4001489293055
QmVYh3DpcxdNau3a1tXwM7rtyLNMPcT3rqkAnvYWJPXk1S,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11401688,"['Approve purchase $250k of wBTC', 'Do not approve purchase']","[510088.88333584066, 9945.870470779928]",2167.4001489293055
QmRyE1CRDXwAyVcUf9cSKD4wZjjER4dcxFQXSZkHdjXhck,0xC3edCBe0F93a6258c3933e86fFaA3bcF12F8D695,closed,11296202,"['For', 'Against']","[347258.65343394835, 0]",3647.7609952296143
QmY1BDTQ4hAPbNsaApSTasZguRgFcrJSEapsdzLcxth92j,0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,closed,11271000,"['Yes proceed with building the ""Great Yam Wall""', 'Do not proceed. ']","[98639.36725495684, 0]",1051.3442573754655
QmTwCef3FmRZ24Lie4VrhATQ8FfB1YCd7h62Ye7poCtjz6,0xC3edCBe0F93a6258c3933e86fFaA3bcF12F8D695,closed,11268603,"['1%', '2%', '3%', '4%', '5%', '6%', '7%', '8%', '9%', '10%']","[428406.96967236686, 0, 14150.677704689531, 575946.7194515162, 44225.424765354335, 0, 2990.3009404744707, 0, 1019.7361559131506, 466557.7283752865]",2990.3009404744707
QmYSsKSFSe7fbgEt2rwrKz9Pq4KxtRziPA4ajpuhRyiPgZ,0xC3edCBe0F93a6258c3933e86fFaA3bcF12F8D695,closed,11234740,"['Umbrella', 'Pest Protection', 'None of the Above']","[785846.8120833057, 734.8855452392443, 0]",0.0
QmPZi3CYnHhS1Sde5i5dFjV753eCy6EJ9Bw6CpypL8QzYi,0xC3edCBe0F93a6258c3933e86fFaA3bcF12F8D695,closed,11234740,"['For', 'Against']","[582932.6564263428, 122073.59404199709]",0.0
