vote_id,address,voting_power,timestamp,proposal_id,choice,proposal_author
0xc551dc661da082704df3f5381615fa3fe693991eeb051777e85f20dba9239218,0x4878EEc413A071143990B38345f66922DAFAfe66,3504.9673142,1687729908,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x5635771bca1bf3e92eab9200ebdd1b1e8511a9e0b025c4c2270f820acf4c76d1,0x88B5e61B6f87821111bcff444939e203E244547e,4138,1687728200,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,8,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x3449d012252b18e69da702a8b2b6d29cbbfab1fb3d14d27b5fdfa332be98d872,0xb8c462932FF25C32c835469dF69Ae438D09795fD,37.83095111,1687724541,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,1,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xe1488344b94e2f4336c186eca04def0619a8f017f29abb8dd11ee2c4fd2ca5cc,0xCBb54Eda2048b57d1b0Afb19a73948E9D58B6973,100,1687707043,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,6,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x17fde5413496b432c0f616e73a782358dbb78db4ea868dcf84d28867b494edf9,0x2d37eCC6dc78F47913186F3F97711Eb1eA4E9214,1172,1687687451,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x11e9179661cef72e6eaccaff8fdc165b2d7f65a573c8e26fdd7bd224ad4ee673,0xE94186C9bB57b68cdc977ed6d6532A2C89ef71D5,1541,1687687413,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,3,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xbc45443531b8876c731bb4d91f53c2f0a262be5544fb03bb945997a6805626f7,0x4FBb2Cf6E510647EcD6d499559BfC6da775C8C11,651,1687685474,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,3,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x8137b933958a3d7745b3c3997ab871f8d88db73fba77589e4cd3e62474073858,0x8cd11D507dEfb717a596E381BE860ED1331Eb516,654,1687685455,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,3,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x622902234fa313eb931ba862be692198e42ac34f7472d4902bbc47aa6dc00b76,0xc60188ebfCbfC4F0771aD9c2Ebc02ED5C58F1aed,1345,1687685322,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,3,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x5f75c62f55b4c61ad9f913551931b5fcff703b429b3c6eb5ecebe1a057c5f632,0x48707199060302639Ad0d4bbe9225954326bd007,1340,1687685308,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xcb4b18605f237695bdaf6a5862818a854865311e66bc58a336b09a7b6702fdbd,0x465050115C77566C87344B740a40095444bc0205,1093,1687685271,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x0ee3a1793463d564db3f01197f97a4260d964c2644d8d967b2080188a25a2139,0x6CFa99B2352163D70bd52de24CdBf553374B9335,136,1687683695,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x73b66e44c2ce82d84068c40edd11af8d39b94741f6e3105d32d6a565c0d9dcf7,0xC3d84831E3ad754B1acb2862a299c49Ac98Ad2C9,1157,1687681519,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xd0b4be682ff8c4ce15b42409b4e3f37189e927caa5ad160e7fa5a2866daaa436,0x8bC8b4E4921101BcC56ec084b906069b73de7276,2225,1687681469,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x85ec33d392d4ebf0f5fa7fd8a5f665c2bb4ae4444512f9ff3ce0b94cbc4f2633,0x2bA0fCC894522DF700060a6015f7e96537B18412,1177,1687681240,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x2d794460e3e3028c651918cba74bedabe5906160498b71e1e877f33687b6c995,0xAD41BcF0c8F67D485651eBDDDaDcAca8Fc197999,1011,1687681023,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xf9cac447d9583ab56e767e89d5b0a8b0a4666cc4f5cebd893d20f85e887b3517,0xc724e609D9A3968013eF8Ce0Bf2CB48971A9b01D,1014,1687680840,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xc48c50a0b96c6795575f49bb5f415435f2057ce71e761eeb3cef5172e9b1bbb3,0xbEa99d3F49961538000630563234618692682Bb7,39,1687670322,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x4ac440a3b430f7b377073ae40fe8d75bc7afc9320d4464411aea189cbfca2ef5,0x13fD52bF570d78E81D3f94c1Bc17AA6B8Eb5552a,53,1687670321,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x39015b710a361b4f5a473c77fefb0fe40e764da5552b192888ba5c67d7ef0848,0xabd30B3333eB50135887a094b58C63C61908285D,6,1687670260,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x8a71962155e7fd17a5809aa2d2a22606ed9877b75b9465d09041eca4e5fe7906,0xaee3690618Ce445F4e6E2BF4611E6F7834cE6462,7,1687670204,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xee407d3c5808f86cd331917bb5760b52d54d62ba78bbc9f1f5d393da38bfab0a,0x60BA6877c0F188B196ba15927B01A0b6c076da27,4,1687670191,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xff7c4dcebbb1a5af71c2fa15a6191e8c5aa5d0331a6170162ff5b059842c9adf,0xd01a0f7da6924b8cD8fb144DCF0F508E3cE6d7A5,44,1687670157,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x44b1599bec2c2cfa6d17f966964f50006e3b5de552e06cc0885fdc62315331b3,0x1aD5bE36B56F2A8D491a37c3e453094b8F4E3C77,2,1687670143,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x7fe8dae05c86ef4ed2bcc76a0d2624bf0f886466d7830b4b279b25e53d7e49ca,0x6d469E9b7A1e53B963d6FD72A5cEa9fbE9232485,2,1687670034,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x8cb8ef3cedd8a725c104cc9c2d9c08c90128efc5d1c8119dd264746fd2ddf895,0xF6F495c26683dF57153Ce3bfaEbF2132992191b8,1,1687670013,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x6d9809598041c1375ec28bb05b3a54092335a2a11dfe382a667b98a38b68fc2e,0x6e6C1695E398bDEABBA32B1602A165a9c1fb9939,8,1687669953,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,3,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x5810916a8f1b7ee9c0d7bf366f0db358ed30f8957fdb9f993fab6ba62bfafaad,0xb3CEFC1def392A811EE598193170f30684f99324,4,1687669952,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x4c0de296fd52cb9d31a3dec55caf40c8200a545003f700b2dfd941eff7ac5bab,0xeCc444A9F0483741c5db2c2b4CA868E712b4ABAb,4,1687669911,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xfccbbd5dd7ebb590cc0874e8d88d8f30c22af86e9bc455d6f0e2ad7045bc5ec8,0x653FFc901974F0cAE765771163470Bc88C56611F,3,1687669910,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xf297216aeb555735d86c096a061e07c775d36fc15abe8e5245fa3ec842e60631,0x86e1aB5Ec6822D3178450Dc1cF45D954697Dbe50,1034,1687669872,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x940202d1cbd179a5a0e7d6800b58dab18f1e1f76524649846c0e69119b3567eb,0x4DF1865fdBdC6cbC57B8445DF78c1B0dcd3532d2,1131,1687669834,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x4d2ca5485c3fa36cf9ec3e328105e15892939f3999cc86f99c82cb540998a85f,0x7908c09ea110c5e175F58Ab194286D7dB9B358c0,1143,1687669825,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x4124c12dd078da62686dafdc5e32dd86431c048569124c89a375aa98387d9208,0x709469DD7D9aD06b1857e027DABfA8d2386E6c6f,5,1687668311,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x4406147e4f6f792423a0de627b359e1dbba0626851ef2490bb75abf34b5d45c7,0xe9A1347aAd86bd39f6772d43955B90E7024B8835,6,1687668281,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x49793759d8725a17812c922a626fe8b7486790bc9b801f29323e8dc4bc6ee385,0xEA1D757589485BbA41349CA91D1c9aDB58D38451,11,1687668058,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xc453a8d751a32102a1e8ae91aa4ebb3945f102669e3eaa82ed6d5edde546b917,0xc0f77F38E9841F01Bcb3cd64ff766003a7fef935,5,1687667988,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x5f6a6177aa761b0828d801704a3748d626370a5342a5abc7d4276481912d0fe9,0xF39D505fC1dC1a18D0A24234594973D2B7284522,7,1687667983,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x88f84c386b892baee214a6077f52ea9f0f3990f9fdbe6d35a5d718b7693fc14d,0xa6711aCB5BA8d621403BD1ba63996aeEB7E5448d,6,1687667782,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xde5b43dae00c3a1dc9b777d64c7cdef44ba7357e6539f35d8ffdcf3b6b7fd3d3,0x8BE9743A45CEEF3E069fe9E12c23389ad5B6e658,4,1687667773,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x8b5888dad5a23ac8668eafc609d966c3def1db263f9ed0f5f9a96f0d36c94381,0x6eDc0f07798E11C1BF97aAACC900479443d35DeD,8,1687667771,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x59e4ae5c16a88a18296a3d15fbd4217c085551782e9e32c9b6b0cba84385e242,0x052F2C970efc5226e2869DfCCe4CA12985564342,5,1687667662,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x208867f14efaeb4caf506bded6ea4eb67703f9488fb097eb2bd3c99aade38466,0xD427cE7825E59308cD0037109A4c7E734795feA9,41,1687667542,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x7dfe798dbf1cb93207571042f8995a045a5d05c0a256d73744e7d68620076d92,0x3D22427Fc6D1f731031573A6487bfCa2C6488A23,2,1687667489,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x06bbfe6c3bb377e93eef5ad6197315f536033d5e6994cc9ed35acb3b33435ea5,0x7ddD287adf4503175a972d06c8728b95371eAf62,5,1687667484,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x6a992e5a29e0d9e82d32bf58c441e07023864ca8d8fe29e1acbe6545fc4057d4,0x7ADcD52b4f33f6102E4Fc2277D30D66945a88AC4,4,1687667483,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xe2839bdd282b452bc6ec76b2875cb6da8783a20e1636c2138ce1634fbeee3d56,0x2d037D46F1ddC1e0006EaBd1b67C25a2077D4864,3,1687667482,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x8359b12b92c2d7ad05c1e6b58f293b56385b0c2b2b8066d996b8b81d0c4213fe,0x220C9EA3C4dc912BD1F66457C2f396CA7C760a73,4,1687666206,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xd250e69693d88293828a51cb7f0924f8bbdc8b431249da7f62907d6a15c8ca8c,0xfD9a7ADA945B1E1a202665Ed40F6D11dD68ea59D,3,1687666195,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x08e834ab51645aa941f670f05b030f03422af4916d07e1abe4ba005802ceda89,0x85B7308c896DAbC8203DaCd4983810ECB1559fF2,3,1687666107,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xc76e55a11923efcae8f2b79da6727209700c21e95c3f8a48546a9a8e825bb231,0xe12610f91170d9E7beA95E13Dad24b97bB5756fB,4,1687666104,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x82ccbf7beecbb9eaf964fc202e0ab91c6a83aa4118e662f1b87f67d0e4278ef4,0x691517BB3115F7f34ce94EB68818767B9D5731d5,2,1687666064,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xd919f670b49bf552661aea9b8ae6442f139e754ac2ae36e9dca3e375887f34d4,0x05c4Bf7b6Ea1b35E1922283742B54fB45A867595,3,1687665987,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x6ab2c7f4f7315dae4fe76a9a2cbbc4f6d92d6f6e72db6a77e3748c32cb0e7dce,0xf206F6BD855066017e94A65C401681151b80ad42,9,1687665942,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x0da52c1a3101044ef76e51570a26eabe38e329ba3c2e566488c2f8c4abaf0076,0xCB6DAA44796bC7daB4759c0E31A81108af5B7A72,4,1687665865,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x7d5c4ec1405c15a4bd547685a92c65d1f55285bb5067cfba9836c03b9be6ea2d,0xB588C243200067cC737c234dC6652565cb78EAa2,2,1687665863,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,3,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xed05e56a85d9d4af60ff5d1b69f9903e32832a4bcf137ec7859c587abdb34693,0xfD184AFc32fF42f36908B3bf2C8421EA09eb6F06,1010,1687665774,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,4,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x27a67cc7ef26d093a3680e3b6d452132658e9d8d98ed60a2b69cb5649836fc61,0xaf60e8AD0ee405150EdFC5E15d8DeD4264539b92,1147,1687665732,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,5,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x1229db4ba601621078fe9e51d5cd18bee68f28041201303fa3b197c9ba27e23c,0x73C01Fe4B91b22BF240c4235b8Fe2B89DC0536b4,1008,1687665693,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,3,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0x661151d792097e6cfc83d6cc59431a3ca546c3cdde3dbf9709f32c583d51d88b,0x37922c9F2DeAD371be0e8b710C3A7Ac2cBD07886,1003,1687665683,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,3,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
0xce7e498a5705d0d117d7111c19b19100581189d62e5767e9699712e6a56867a4,0x024b6D7841f5687C437eC85f1F6dc8E8D1f9Eb9c,1469,1687664119,0x38f366d48efb72ff6eab53bd0a07233439c14f315d191e87280f5ad5f096ee6f,6,0x3C29D4b663b0DA3616405973457A8e18e1A0A691
